"hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests"
"City Hotel,1,19,2016,September,39,24,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,1"
"City Hotel,0,346,2017,August,32,12,2,6,2,0.0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,21.0,,0,Transient,116.15,0,0"
"City Hotel,0,123,2017,May,21,27,2,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0"
"Resort Hotel,1,17,2017,April,17,28,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,96.0,0,1"
"City Hotel,0,0,2017,August,34,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,6,72,A,D,0,No Deposit,,40.0,0,Transient,67.0,0,2"
"City Hotel,1,0,2016,April,18,24,2,0,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,121.0,0,0"
"City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0"
"City Hotel,0,5,2017,July,30,29,0,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,161.0,0,2"
"Resort Hotel,0,85,2015,October,42,14,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,70.2,0,2"
"City Hotel,0,10,2016,January,4,19,0,5,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,68.5,0,2"
"Resort Hotel,1,114,2017,June,24,11,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,5.0,,0,Transient-Party,126.4,0,3"
"City Hotel,0,62,2017,May,22,29,1,2,2,2.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,168.0,,0,Transient,187.5,0,0"
"Resort Hotel,0,4,2015,October,44,31,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,72.0,1,0"
"City Hotel,1,219,2017,June,23,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0"
"City Hotel,0,50,2016,December,49,1,0,3,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,D,E,2,No Deposit,14.0,,0,Transient,101.1,0,3"
"City Hotel,0,257,2016,July,29,16,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,90.5,0,0"
"Resort Hotel,0,237,2015,July,29,13,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,169.0,0,1"
"City Hotel,0,261,2016,July,31,27,2,5,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,65.49,0,0"
"Resort Hotel,1,81,2016,June,23,3,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,116.0,0,0"
"Resort Hotel,1,93,2015,December,51,19,0,1,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,80.0,0,0"
"City Hotel,0,22,2017,June,24,11,2,1,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,95.2,0,1"
"City Hotel,0,104,2017,August,33,18,0,2,2,2.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,168.0,,0,Transient,139.5,1,0"
"Resort Hotel,0,7,2016,July,29,15,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,175.0,0,1"
"City Hotel,0,130,2017,April,16,22,2,2,2,0.0,0,SC,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,89.0,0,1"
"City Hotel,1,19,2016,September,39,19,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,287.0,,0,Transient,118.15,0,0"
"Resort Hotel,1,288,2017,June,24,14,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.1,0,1"
"Resort Hotel,1,185,2016,April,17,18,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,86.0,0,0"
"City Hotel,0,48,2017,April,14,2,2,5,1,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0"
"Resort Hotel,1,335,2016,December,53,28,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.0,0,1"
"City Hotel,1,17,2015,December,49,5,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,107.0,0,0"
"City Hotel,1,179,2017,August,32,10,2,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.58,0,0"
"City Hotel,0,159,2016,August,33,8,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,132.96,1,1"
"City Hotel,0,57,2016,February,10,29,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,95.3,0,1"
"City Hotel,0,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,95.5,0,0"
"City Hotel,0,0,2017,May,20,17,0,1,1,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,159.0,0,0"
"Resort Hotel,0,247,2016,June,26,22,0,3,1,0.0,0,HB,POL,Groups,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,76.0,0,0"
"City Hotel,0,22,2016,September,40,25,2,4,2,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,224.0,0,1"
"City Hotel,0,86,2016,August,33,12,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,0"
"City Hotel,1,88,2017,May,19,12,1,2,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,183.0,0,0"
"Resort Hotel,0,318,2017,June,25,22,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,61.68,0,2"
"City Hotel,1,253,2016,May,19,4,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,55,Transient,90.0,0,0"
"Resort Hotel,1,0,2016,May,21,16,1,0,2,0.0,0,BB,PRT,Direct,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,63.0,0,0"
"City Hotel,1,105,2017,May,19,13,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,0"
"Resort Hotel,0,1,2017,February,6,11,1,1,2,1.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,I,1,No Deposit,314.0,,0,Transient,0.0,1,0"
"City Hotel,1,437,2016,May,19,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0"
"Resort Hotel,0,18,2017,July,30,23,2,0,2,1.0,0,BB,AUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,205.1,0,1"
"Resort Hotel,0,30,2017,February,7,17,0,2,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient-Party,40.5,0,0"
"Resort Hotel,0,16,2015,September,39,25,0,1,1,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,4,No Deposit,,312.0,0,Transient-Party,80.0,0,1"
"City Hotel,1,11,2015,August,35,28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,90.0,0,2"
"City Hotel,1,337,2016,June,24,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0"
"Resort Hotel,0,135,2017,January,3,19,2,4,1,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240.0,,0,Transient-Party,38.5,0,1"
"Resort Hotel,0,28,2017,August,33,15,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,209.0,0,4"
"City Hotel,0,63,2016,August,32,6,0,1,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,161.1,0,1"
"City Hotel,1,27,2017,June,23,6,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1"
"City Hotel,1,283,2015,July,31,27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0"
"City Hotel,1,437,2016,May,19,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0"
"City Hotel,0,55,2015,September,37,6,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,75.0,0,0"
"Resort Hotel,0,123,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0"
"City Hotel,0,30,2016,March,10,4,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,86.4,0,0"
"City Hotel,0,7,2017,March,11,12,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.0,0,0"
"City Hotel,1,10,2016,November,49,27,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.89,0,3"
"City Hotel,1,48,2016,March,13,21,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,138.5,0,1"
"City Hotel,0,0,2017,May,19,9,0,1,1,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,104.0,0,0"
"City Hotel,0,95,2017,August,32,12,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,155.0,0,1"
"City Hotel,0,5,2016,May,19,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,219.0,0,Transient,98.0,1,1"
"City Hotel,1,78,2016,April,15,8,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9.0,,0,Transient,85.5,0,0"
"Resort Hotel,0,35,2016,April,17,23,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,97.0,1,1"
"Resort Hotel,0,169,2016,March,14,31,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,D,1,Refundable,,223.0,0,Transient-Party,66.0,0,0"
"City Hotel,0,2,2017,June,22,3,1,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,160.0,0,2"
"Resort Hotel,0,0,2015,September,36,5,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,,,0,Transient,184.0,1,1"
"City Hotel,1,164,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,100.0,0,0"
"City Hotel,1,183,2017,May,20,16,0,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.33,0,1"
"Resort Hotel,0,49,2016,May,22,25,0,1,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,360.0,,0,Transient-Party,105.0,0,1"
"Resort Hotel,0,35,2016,April,17,20,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient,59.0,0,0"
"City Hotel,1,227,2017,May,18,1,1,3,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,127.25,0,0"
"City Hotel,1,10,2016,December,49,2,3,7,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.59,0,0"
"City Hotel,0,96,2017,May,20,14,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,110.4,0,1"
"Resort Hotel,1,168,2016,April,16,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,245.0,,0,Transient,86.0,0,0"
"City Hotel,0,28,2017,March,10,9,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Contract,68.0,0,0"
"City Hotel,1,124,2017,January,2,13,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,1"
"Resort Hotel,1,67,2016,March,11,7,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,56.0,0,1"
"Resort Hotel,0,124,2017,July,29,16,2,1,2,1.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,174.0,0,2"
"Resort Hotel,0,121,2017,January,4,22,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,66.8,0,0"
"City Hotel,1,61,2015,September,36,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0"
"City Hotel,0,13,2016,October,44,26,0,1,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,118.0,,0,Transient,109.5,0,1"
"Resort Hotel,0,2,2016,August,35,26,2,2,2,0.0,1,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,193.5,0,3"
"City Hotel,1,161,2017,March,13,31,1,2,2,0.0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.4,0,0"
"Resort Hotel,0,0,2016,January,4,23,0,1,1,0.0,0,BB,FIN,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,51.0,0,0"
"Resort Hotel,1,5,2017,February,8,20,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0"
"City Hotel,1,254,2016,September,39,24,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0"
"Resort Hotel,0,110,2015,July,27,1,1,4,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,6.0,,0,Transient,79.59,1,1"
"City Hotel,0,154,2016,September,37,8,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,3"
"City Hotel,1,53,2016,September,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0"
"City Hotel,0,81,2016,August,34,16,0,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,161.1,0,1"
"City Hotel,1,93,2017,June,25,22,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,0,Transient-Party,99.0,0,0"
"Resort Hotel,1,320,2017,February,7,17,2,4,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,93.0,0,0"
"City Hotel,0,53,2017,August,33,15,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1"
"City Hotel,1,49,2017,August,33,15,0,4,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1"
"City Hotel,1,14,2017,March,9,3,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,0"
"City Hotel,1,116,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,61.0,0,0"
"City Hotel,1,8,2015,October,41,10,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,D,0,Non Refund,1.0,,0,Transient,62.0,0,0"
"Resort Hotel,1,92,2016,April,17,22,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,68.0,0,0"
"Resort Hotel,0,385,2016,October,43,19,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,49.0,0,0"
"City Hotel,1,18,2016,September,38,15,0,1,1,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,1"
"City Hotel,0,58,2016,October,45,31,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9.0,,0,Transient,102.15,0,1"
"City Hotel,0,41,2016,July,32,31,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,177.3,1,0"
"Resort Hotel,0,188,2016,July,31,25,2,5,2,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,11.0,,0,Transient,115.2,0,1"
"City Hotel,0,221,2016,August,33,12,0,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,147,Transient-Party,73.0,0,0"
"City Hotel,1,33,2016,March,13,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0"
"City Hotel,0,7,2017,January,4,22,2,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,1"
"Resort Hotel,0,118,2017,May,21,26,2,7,2,0.0,0,BB,FIN,Direct,Direct,0,0,0,D,D,2,No Deposit,250.0,,0,Transient,99.28,0,0"
"City Hotel,1,323,2015,September,36,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0"
"Resort Hotel,0,211,2016,May,20,14,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,E,1,No Deposit,298.0,,0,Transient-Party,42.5,0,1"
"Resort Hotel,0,1,2017,February,6,6,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,80.0,0,1"
"City Hotel,0,0,2015,December,52,24,0,0,0,0.0,0,BB,FRA,Offline TA/TO,TA/TO,1,0,0,D,K,0,No Deposit,28.0,,0,Transient,0.0,0,0"
"City Hotel,0,217,2016,September,38,12,1,3,2,0.0,1,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,119.85,0,2"
"City Hotel,1,175,2017,May,20,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0"
"City Hotel,0,270,2016,April,17,20,0,4,2,0.0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,187,Transient-Party,80.0,0,0"
"City Hotel,1,275,2016,June,23,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,5.0,,69,Transient,62.8,0,0"
"City Hotel,0,345,2017,February,8,25,2,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,90.2,0,1"
"City Hotel,0,112,2017,January,4,26,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,70.72,0,0"
"City Hotel,1,189,2016,May,21,19,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0"
"Resort Hotel,0,81,2015,August,33,11,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,241.0,,0,Transient,118.02,0,1"
"City Hotel,0,4,2017,January,1,3,1,5,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,53.83,0,1"
"City Hotel,0,395,2017,May,20,17,0,3,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,2"
"City Hotel,0,34,2016,November,49,27,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,68.45,0,1"
"City Hotel,1,169,2017,June,23,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,170.0,0,0"
"Resort Hotel,1,49,2016,March,10,5,2,2,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,81.0,0,0"
"Resort Hotel,1,71,2015,September,36,2,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,153.0,0,0"
"City Hotel,1,224,2015,September,37,11,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0"
"City Hotel,0,0,2017,May,22,31,0,2,1,0.0,0,BB,BEL,Aviation,Corporate,1,0,0,A,A,0,No Deposit,,153.0,0,Transient,95.0,0,0"
"Resort Hotel,0,41,2017,February,8,19,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,38.4,0,1"
"City Hotel,1,219,2016,October,44,24,1,5,1,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.25,0,0"
"Resort Hotel,0,182,2016,June,24,11,2,5,2,0.0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,253.0,,0,Transient,54.9,0,0"
"City Hotel,1,286,2016,October,43,16,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0"
"City Hotel,1,120,2017,June,25,24,2,2,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,153.0,0,0"
"City Hotel,0,41,2016,October,44,26,0,2,1,0.0,0,BB,FRA,Online TA,GDS,0,0,0,A,A,2,No Deposit,195.0,,0,Transient,113.0,0,0"
"City Hotel,1,255,2017,July,26,1,2,1,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,102.1,0,0"
"City Hotel,0,36,2015,October,43,20,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Contract,96.3,0,1"
"Resort Hotel,0,206,2016,August,33,8,3,5,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,,0,Transient,250.0,0,0"
"City Hotel,0,24,2016,September,39,19,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,107.0,0,0"
"Resort Hotel,0,251,2017,June,26,26,1,3,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,D,D,0,No Deposit,96.0,,0,Transient-Party,108.0,0,0"
"City Hotel,0,48,2015,October,43,19,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,1"
"City Hotel,1,68,2015,September,40,29,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,48.0,0,0"
"Resort Hotel,0,276,2016,August,36,29,2,5,2,0.0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,11.0,,0,Transient,114.2,0,0"
"City Hotel,1,23,2015,October,41,7,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,,,0,Transient,90.0,0,0"
"Resort Hotel,0,8,2015,December,53,29,1,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,2,No Deposit,,,0,Transient,104.33,0,0"
"City Hotel,1,178,2017,April,15,14,1,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,90.09,0,1"
"City Hotel,0,0,2016,March,10,3,0,1,1,0.0,0,BB,LBY,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,90.0,0,0"
"Resort Hotel,0,40,2016,May,21,17,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,H,0,No Deposit,248.0,,0,Transient-Party,39.0,0,0"
"Resort Hotel,0,41,2017,January,3,17,0,0,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,0.0,0,0"
"Resort Hotel,1,199,2016,April,18,29,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,46.98,0,1"
"City Hotel,1,41,2015,December,53,30,0,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,,0,Contract,112.84,0,1"
"City Hotel,0,7,2015,October,43,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0"
